Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2017-05-12,(2016-17),BOS,WAS,91,92,1,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,41.32,87,0.47,9.22,24.76,0.37,17.33,22.1,0.78,10.26,32.56,42.82,23.85,8.46,4.15,14.16,21.28,109.18,-215
Playoffs,2017-05-14,(2016-17),SAS,GSW,111,113,2,39.29,83.71,0.47,9.18,23.5,0.39,17.56,22.02,0.8,10.02,33.87,43.89,23.83,7.98,5.93,13.43,18.27,105.33,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,-625
Playoffs,2017-05-15,(2016-17),WAS,BOS,105,115,10,41.32,87,0.47,9.22,24.76,0.37,17.33,22.1,0.78,10.26,32.56,42.82,23.85,8.46,4.15,14.16,21.28,109.18,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,-205
Playoffs,2017-05-16,(2016-17),SAS,GSW,100,136,36,39.29,83.71,0.47,9.18,23.5,0.39,17.56,22.02,0.8,10.02,33.87,43.89,23.83,7.98,5.93,13.43,18.27,105.33,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,-1350
Playoffs,2017-05-17,(2016-17),CLE,BOS,117,104,-13,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,160
Playoffs,2017-05-19,(2016-17),CLE,BOS,130,86,-44,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,184
Playoffs,2017-05-20,(2016-17),GSW,SAS,120,108,-12,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,39.29,83.71,0.47,9.18,23.5,0.39,17.56,22.02,0.8,10.02,33.87,43.89,23.83,7.98,5.93,13.43,18.27,105.33,381
Playoffs,2017-05-21,(2016-17),BOS,CLE,111,108,-3,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,-4000
Playoffs,2017-05-22,(2016-17),GSW,SAS,129,115,-14,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,39.29,83.71,0.47,9.18,23.5,0.39,17.56,22.02,0.8,10.02,33.87,43.89,23.83,7.98,5.93,13.43,18.27,105.33,534
Playoffs,2017-05-23,(2016-17),BOS,CLE,99,112,13,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,-2500
Playoffs,2017-05-25,(2016-17),CLE,BOS,135,102,-33,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,38.63,85.1,0.45,12.01,33.43,0.36,18.73,23.21,0.81,9.07,32.9,41.98,25.23,7.52,4.15,13.27,20.56,108.01,431
Finals,2017-06-01,(2016-17),CLE,GSW,91,113,22,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,-355
Finals,2017-06-04,(2016-17),CLE,GSW,113,132,19,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,-425
Finals,2017-06-07,(2016-17),GSW,CLE,118,113,-5,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,125
Finals,2017-06-09,(2016-17),GSW,CLE,116,137,21,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,170
Finals,2017-06-12,(2016-17),CLE,GSW,120,129,9,39.94,84.91,0.47,13.01,33.89,0.38,17.45,23.33,0.75,9.35,34.44,43.79,22.66,6.59,4.04,13.68,18.12,110.34,43.07,87.07,0.49,11.98,31.26,0.38,17.77,22.56,0.79,9.39,35.04,44.43,30.38,9.57,6.76,14.77,19.33,115.89,-400
Playoffs,2018-04-14,(2017-18),SAS,GSW,92,113,21,39.05,85.35,0.46,8.49,24.11,0.35,16.15,20.91,0.77,10.35,33.87,44.22,22.78,7.66,5.61,13.15,17.18,102.73,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-400
Playoffs,2018-04-14,(2017-18),WAS,TOR,106,114,8,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,-350
Playoffs,2018-04-14,(2017-18),MIA,PHI,103,130,27,38.83,85.33,0.46,11.01,30.56,0.36,14.74,19.52,0.76,9.3,34.16,43.46,22.71,7.56,5.33,14.38,20.1,103.41,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,-250
Playoffs,2018-04-14,(2017-18),NOP,POR,97,95,-2,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,39.29,86.98,0.45,10.3,28.15,0.37,16.73,20.91,0.8,10.18,35.28,45.46,19.5,6.99,5.16,13.52,19.5,105.62,-240
Playoffs,2018-04-15,(2017-18),MIL,BOS,107,113,6,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-163
Playoffs,2018-04-15,(2017-18),IND,CLE,98,80,-18,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-370
Playoffs,2018-04-15,(2017-18),UTA,OCT,108,116,8,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,-175
Playoffs,2018-04-15,(2017-18),MIN,HOU,101,104,3,41.04,86.13,0.48,8.02,22.5,0.36,19.41,24.15,0.8,10.34,31.62,41.96,22.7,8.4,4.2,12.45,18.23,109.51,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-1300
Playoffs,2018-04-16,(2017-18),MIA,PHI,113,103,-10,38.83,85.33,0.46,11.01,30.56,0.36,14.74,19.52,0.76,9.3,34.16,43.46,22.71,7.56,5.33,14.38,20.1,103.41,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,-310
Playoffs,2018-04-16,(2017-18),SAS,GSW,101,116,15,39.05,85.35,0.46,8.49,24.11,0.35,16.15,20.91,0.77,10.35,33.87,44.22,22.78,7.66,5.61,13.15,17.18,102.73,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-650
Playoffs,2018-04-17,(2017-18),WAS,TOR,119,130,11,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,-310
Playoffs,2018-04-17,(2017-18),MIL,BOS,106,120,14,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-110
Playoffs,2018-04-17,(2017-18),NOP,POR,111,102,-9,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,39.29,86.98,0.45,10.3,28.15,0.37,16.73,20.91,0.8,10.18,35.28,45.46,19.5,6.99,5.16,13.52,19.5,105.62,-280
Playoffs,2018-04-18,(2017-18),IND,CLE,97,100,3,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-450
Playoffs,2018-04-18,(2017-18),UTA,OCT,102,95,-7,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,-170
Playoffs,2018-04-18,(2017-18),MIN,HOU,82,102,20,41.04,86.13,0.48,8.02,22.5,0.36,19.41,24.15,0.8,10.34,31.62,41.96,22.7,8.4,4.2,12.45,18.23,109.51,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-850
Playoffs,2018-04-19,(2017-18),PHI,MIA,128,108,-20,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,38.83,85.33,0.46,11.01,30.56,0.36,14.74,19.52,0.76,9.3,34.16,43.46,22.71,7.56,5.33,14.38,20.1,103.41,120
Playoffs,2018-04-19,(2017-18),POR,NOP,102,119,17,39.29,86.98,0.45,10.3,28.15,0.37,16.73,20.91,0.8,10.18,35.28,45.46,19.5,6.99,5.16,13.52,19.5,105.62,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,-180
Playoffs,2018-04-19,(2017-18),GSW,SAS,110,97,-13,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,39.05,85.35,0.46,8.49,24.11,0.35,16.15,20.91,0.77,10.35,33.87,44.22,22.78,7.66,5.61,13.15,17.18,102.73,145
Playoffs,2018-04-20,(2017-18),CLE,IND,90,92,2,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,-125
Playoffs,2018-04-20,(2017-18),TOR,WAS,103,122,19,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,-115
Playoffs,2018-04-20,(2017-18),BOS,MIL,92,116,24,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,-220
Playoffs,2018-04-21,(2017-18),PHI,MIA,106,102,-4,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,38.83,85.33,0.46,11.01,30.56,0.36,14.74,19.52,0.76,9.3,34.16,43.46,22.71,7.56,5.33,14.38,20.1,103.41,155
Playoffs,2018-04-21,(2017-18),POR,NOP,123,131,8,39.29,86.98,0.45,10.3,28.15,0.37,16.73,20.91,0.8,10.18,35.28,45.46,19.5,6.99,5.16,13.52,19.5,105.62,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,-270
Playoffs,2018-04-21,(2017-18),HOU,MIN,105,121,16,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,41.04,86.13,0.48,8.02,22.5,0.36,19.41,24.15,0.8,10.34,31.62,41.96,22.7,8.4,4.2,12.45,18.23,109.51,199
Playoffs,2018-04-21,(2017-18),OCT,UTA,102,115,13,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,-220
Playoffs,2018-04-22,(2017-18),BOS,MIL,102,104,2,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,-250
Playoffs,2018-04-22,(2017-18),GSW,SAS,90,103,13,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,39.05,85.35,0.46,8.49,24.11,0.35,16.15,20.91,0.77,10.35,33.87,44.22,22.78,7.66,5.61,13.15,17.18,102.73,240
Playoffs,2018-04-22,(2017-18),TOR,WAS,98,106,8,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,105
Playoffs,2018-04-22,(2017-18),CLE,IND,104,100,-4,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,115
Playoffs,2018-04-23,(2017-18),HOU,MIN,119,100,-19,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,41.04,86.13,0.48,8.02,22.5,0.36,19.41,24.15,0.8,10.34,31.62,41.96,22.7,8.4,4.2,12.45,18.23,109.51,210
Playoffs,2018-04-23,(2017-18),OCT,UTA,96,113,17,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,-200
Playoffs,2018-04-24,(2017-18),MIL,BOS,87,92,5,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-195
Playoffs,2018-04-24,(2017-18),MIA,PHI,91,104,13,38.83,85.33,0.46,11.01,30.56,0.36,14.74,19.52,0.76,9.3,34.16,43.46,22.71,7.56,5.33,14.38,20.1,103.41,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,-700
Playoffs,2018-04-24,(2017-18),SAS,GSW,91,99,8,39.05,85.35,0.46,8.49,24.11,0.35,16.15,20.91,0.77,10.35,33.87,44.22,22.78,7.66,5.61,13.15,17.18,102.73,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-1000
Playoffs,2018-04-25,(2017-18),IND,CLE,95,98,3,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-330
Playoffs,2018-04-25,(2017-18),WAS,TOR,98,108,10,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,-330
Playoffs,2018-04-25,(2017-18),MIN,HOU,104,122,18,41.04,86.13,0.48,8.02,22.5,0.36,19.41,24.15,0.8,10.34,31.62,41.96,22.7,8.4,4.2,12.45,18.23,109.51,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-1400
Playoffs,2018-04-25,(2017-18),UTA,OCT,99,107,8,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,-145
Playoffs,2018-04-26,(2017-18),BOS,MIL,86,97,11,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,-200
Playoffs,2018-04-27,(2017-18),TOR,WAS,102,92,-10,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,39.94,85.59,0.47,9.93,26.5,0.37,16.8,21.77,0.77,10.04,33.09,43.12,25.18,7.87,4.3,14.59,21.29,106.61,120
Playoffs,2018-04-27,(2017-18),CLE,IND,87,121,34,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,-130
Playoffs,2018-04-27,(2017-18),OCT,UTA,91,96,5,39.89,88.05,0.45,10.74,30.37,0.35,17.33,24.23,0.72,12.49,32.57,45.06,21.34,9.06,5.02,13.99,20.17,107.85,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,-280
Playoffs,2018-04-28,(2017-18),MIL,BOS,96,112,16,39.72,83.01,0.48,8.76,24.68,0.35,18.28,23.37,0.78,8.39,31.45,39.84,23.23,8.8,5.4,13.83,21.37,106.48,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-320
Playoffs,2018-04-28,(2017-18),NOP,GSW,101,123,22,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-220
Playoffs,2018-04-29,(2017-18),IND,CLE,101,105,4,40.79,86.38,0.47,9.04,24.51,0.37,14.94,19.18,0.78,9.61,32.74,42.35,22.18,8.78,4.15,13.28,18.82,105.56,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-255
Playoffs,2018-04-29,(2017-18),UTA,HOU,96,110,14,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-1100
Playoffs,2018-04-30,(2017-18),PHI,BOS,101,117,16,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,180
Playoffs,2018-05-01,(2017-18),CLE,TOR,113,112,-1,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,-275
Playoffs,2018-05-01,(2017-18),NOP,GSW,116,121,5,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-900
Playoffs,2018-05-02,(2017-18),UTA,HOU,116,108,-8,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-1100
Playoffs,2018-05-03,(2017-18),CLE,TOR,128,110,-18,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,-300
Playoffs,2018-05-03,(2017-18),PHI,BOS,103,108,5,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,150
Playoffs,2018-05-04,(2017-18),GSW,NOP,100,119,19,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,180
Playoffs,2018-05-04,(2017-18),HOU,UTA,113,92,-21,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,170
Playoffs,2018-05-05,(2017-18),BOS,PHI,101,98,-3,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,-550
Playoffs,2018-05-05,(2017-18),TOR,CLE,103,105,2,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-200
Playoffs,2018-05-06,(2017-18),GSW,NOP,118,92,-26,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,200
Playoffs,2018-05-06,(2017-18),HOU,UTA,100,87,-13,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,235
Playoffs,2018-05-07,(2017-18),BOS,PHI,92,103,11,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,-330
